image,camera,date,plant_slot_right_to_left,plant_present,image_usable,growth_stage,highest_visible_x_px,highest_visible_y_px,top_visible_collar_x_px,top_visible_collar_y_px,flag_leaf_tip_x_px,flag_leaf_tip_y_px,ground_contact_x_px,ground_contact_y_px,top_occlusion,base_occlusion,confidence,notes
C-039_2021-07-30.JPG,C-039,2021-07-30,5,,,,,,,,,,,,,,,
C-039_2021-07-30.JPG,C-039,2021-07-30,6,,,,,,,,,,,,,,,
C-039_2021-08-06.JPG,C-039,2021-08-06,1,,,,,,,,,,,,,,,
C-039_2021-08-06.JPG,C-039,2021-08-06,2,,,,,,,,,,,,,,,
C-039_2021-08-06.JPG,C-039,2021-08-06,3,,,,,,,,,,,,,,,
C-039_2021-08-06.JPG,C-039,2021-08-06,4,,,,,,,,,,,,,,,
C-039_2021-08-06.JPG,C-039,2021-08-06,5,,,,,,,,,,,,,,,
C-039_2021-08-06.JPG,C-039,2021-08-06,6,,,,,,,,,,,,,,,
CO106.21-C-010_2021-07-12-12-11_CAM405.JPG,C-010,2021-07-12,1,,,,,,,,,,,,,,,
CO106.21-C-010_2021-07-12-12-11_CAM405.JPG,C-010,2021-07-12,2,,,,,,,,,,,,,,,
CO106.21-C-010_2021-07-12-12-11_CAM405.JPG,C-010,2021-07-12,3,,,,,,,,,,,,,,,
CO106.21-C-010_2021-07-12-12-11_CAM405.JPG,C-010,2021-07-12,4,,,,,,,,,,,,,,,
CO106.21-C-010_2021-07-12-12-11_CAM405.JPG,C-010,2021-07-12,5,,,,,,,,,,,,,,,
CO106.21-C-010_2021-07-12-12-11_CAM405.JPG,C-010,2021-07-12,6,,,,,,,,,,,,,,,
CO255.21-C-005_2021-07-12-10-21_CAM811.JPG,C-005,2021-07-12,1,,,,,,,,,,,,,,,
CO255.21-C-005_2021-07-12-10-21_CAM811.JPG,C-005,2021-07-12,2,,,,,,,,,,,,,,,
CO255.21-C-005_2021-07-12-10-21_CAM811.JPG,C-005,2021-07-12,3,,,,,,,,,,,,,,,
CO255.21-C-005_2021-07-12-10-21_CAM811.JPG,C-005,2021-07-12,4,,,,,,,,,,,,,,,
CO255.21-C-005_2021-07-12-10-21_CAM811.JPG,C-005,2021-07-12,5,,,,,,,,,,,,,,,
CO255.21-C-005_2021-07-12-10-21_CAM811.JPG,C-005,2021-07-12,6,,,,,,,,,,,,,,,
EP1.21-C-021_2021-07-12-10-08_CAM219.JPG,C-021,2021-07-12,1,,,,,,,,,,,,,,,
EP1.21-C-021_2021-07-12-10-08_CAM219.JPG,C-021,2021-07-12,2,,,,,,,,,,,,,,,
EP1.21-C-021_2021-07-12-10-08_CAM219.JPG,C-021,2021-07-12,3,,,,,,,,,,,,,,,
EP1.21-C-021_2021-07-12-10-08_CAM219.JPG,C-021,2021-07-12,4,,,,,,,,,,,,,,,
EP1.21-C-021_2021-07-12-10-08_CAM219.JPG,C-021,2021-07-12,5,,,,,,,,,,,,,,,
EP1.21-C-021_2021-07-12-10-08_CAM219.JPG,C-021,2021-07-12,6,,,,,,,,,,,,,,,
I29.21-C-024_2021-07-12-11-51_CAM574.JPG,C-024,2021-07-12,1,,,,,,,,,,,,,,,
I29.21-C-024_2021-07-12-11-51_CAM574.JPG,C-024,2021-07-12,2,,,,,,,,,,,,,,,
I29.21-C-024_2021-07-12-11-51_CAM574.JPG,C-024,2021-07-12,3,,,,,,,,,,,,,,,
I29.21-C-024_2021-07-12-11-51_CAM574.JPG,C-024,2021-07-12,4,,,,,,,,,,,,,,,
I29.21-C-024_2021-07-12-11-51_CAM574.JPG,C-024,2021-07-12,5,,,,,,,,,,,,,,,
I29.21-C-024_2021-07-12-11-51_CAM574.JPG,C-024,2021-07-12,6,,,,,,,,,,,,,,,
Il101.21-C-032_2021-07-12-09-22_CAM810.JPG,C-032,2021-07-12,1,,,,,,,,,,,,,,,
Il101.21-C-032_2021-07-12-09-22_CAM810.JPG,C-032,2021-07-12,2,,,,,,,,,,,,,,,
Il101.21-C-032_2021-07-12-09-22_CAM810.JPG,C-032,2021-07-12,3,,,,,,,,,,,,,,,
Il101.21-C-032_2021-07-12-09-22_CAM810.JPG,C-032,2021-07-12,4,,,,,,,,,,,,,,,
Il101.21-C-032_2021-07-12-09-22_CAM810.JPG,C-032,2021-07-12,5,,,,,,,,,,,,,,,
Il101.21-C-032_2021-07-12-09-22_CAM810.JPG,C-032,2021-07-12,6,,,,,,,,,,,,,,,
L127.21-C-037_2021-07-12-11-28_CAM294.JPG,C-037,2021-07-12,1,,,,,,,,,,,,,,,
L127.21-C-037_2021-07-12-11-28_CAM294.JPG,C-037,2021-07-12,2,,,,,,,,,,,,,,,
L127.21-C-037_2021-07-12-11-28_CAM294.JPG,C-037,2021-07-12,3,,,,,,,,,,,,,,,
L127.21-C-037_2021-07-12-11-28_CAM294.JPG,C-037,2021-07-12,4,,,,,,,,,,,,,,,
L127.21-C-037_2021-07-12-11-28_CAM294.JPG,C-037,2021-07-12,5,,,,,,,,,,,,,,,
L127.21-C-037_2021-07-12-11-28_CAM294.JPG,C-037,2021-07-12,6,,,,,,,,,,,,,,,
LH54.21-C-039_2021-07-12-10-57_CAM827.JPG,C-039,2021-07-12,1,,,,,,,,,,,,,,,
LH54.21-C-039_2021-07-12-10-57_CAM827.JPG,C-039,2021-07-12,2,,,,,,,,,,,,,,,
LH54.21-C-039_2021-07-12-10-57_CAM827.JPG,C-039,2021-07-12,3,,,,,,,,,,,,,,,
LH54.21-C-039_2021-07-12-10-57_CAM827.JPG,C-039,2021-07-12,4,,,,,,,,,,,,,,,
LH54.21-C-039_2021-07-12-10-57_CAM827.JPG,C-039,2021-07-12,5,,,,,,,,,,,,,,,
LH54.21-C-039_2021-07-12-10-57_CAM827.JPG,C-039,2021-07-12,6,,,,,,,,,,,,,,,
LH85.21-C-004_2021-07-12-10-21_CAM789.JPG,C-004,2021-07-12,1,,,,,,,,,,,,,,,
LH85.21-C-004_2021-07-12-10-21_CAM789.JPG,C-004,2021-07-12,2,,,,,,,,,,,,,,,
LH85.21-C-004_2021-07-12-10-21_CAM789.JPG,C-004,2021-07-12,3,,,,,,,,,,,,,,,
LH85.21-C-004_2021-07-12-10-21_CAM789.JPG,C-004,2021-07-12,4,,,,,,,,,,,,,,,
LH85.21-C-004_2021-07-12-10-21_CAM789.JPG,C-004,2021-07-12,5,,,,,,,,,,,,,,,
LH85.21-C-004_2021-07-12-10-21_CAM789.JPG,C-004,2021-07-12,6,,,,,,,,,,,,,,,
